,answer1,answer2,label,bi_encoder
3599,Esther 8:9,119,0.0,0.07576004415750504
2257,mutations in the LRP2 gene,count dracula,0.0,0.07593557983636856
1916,Perdita Weeks,Tim Kang,0.0,0.07618846744298935
3198,"""personal account number""",NINO,0.0,0.07635056227445602
1539,constantly,a basic level,0.0,0.07635217159986496
1425,shoulder sleeve,United States Army,0.0,0.07635916769504547
1087,"March 25, 2018",131,1.0,0.07642316818237305
309,the company Faro Automated Solutions,GAIA,1.0,0.07643554359674454
1766,Luke Albert Combs,Nicholas Sparks',0.0,0.07667786628007889
1605,Texas,Hairy Dawg,0.0,0.07688812166452408
2032,Justin Bieber,mallard,0.0,0.0771244540810585
2963,quantitative research methods,how public institutions and individual experiences affect education and its outcomes,1.0,0.07717452943325043
676,non-judicial punishment,Army,0.0,0.07734812796115875
2213,1100ml,568,0.0,0.07748939096927643
863,the Negro Act of 1740,Most of the captured slaves were executed,1.0,0.07755886018276215
2941,graphite,camel hair,0.0,0.07766593992710114
2900,Ryan Tedder,god bless america,0.0,0.07825673371553421
1639,Canute the Great,Henry III,0.0,0.07829415053129196
2316,The Ontario Food Terminal,multicultural diversity,0.0,0.07840622961521149
3593,Stuart Townend,Chris Tomlin,0.0,0.07866735011339188
1211,Molly Qerim Rose,the United States,0.0,0.07867350429296494
3165,John Sullivan,Porter Wagoner,0.0,0.07911011576652527
899,Raul Bova,clement vii,0.0,0.07915741950273514
773,Dalila Bela,Nicollette Sheridan,0.0,0.07925988733768463
2363,Sanjay Basu,Nikhil,0.0,0.07947827875614166
3083,obsessive–compulsive disorder,Jewish,0.0,0.07964686304330826
576,"""Formality""",Teen Wolf,0.0,0.07967640459537506
2160,"""Formality""",Teen Wolf,0.0,0.07967640459537506
3361,Dwight Yoakam,queen,1.0,0.08015918731689453
2115,"Gloomhaven, Cephalofair Games",The Last One,0.0,0.08021115511655807
1808,ancient Greek and Roman theatre,England,0.0,0.0803399458527565
2800,Lightning,iPhone 4,0.0,0.08099809288978577
2309,Kristian Kordula,gavin houston,0.0,0.08113688230514526
1659,Georgia Hall,Naomi Osaka,0.0,0.08176913112401962
1563,Andrée Bernard,John Challis,0.0,0.08209836483001709
3447,Óscar Arnulfo Romero y Galdámez,San Salvador,0.0,0.08222156763076782
2761,TGRI,alien technology,0.0,0.08228834718465805
865,Willie,shepherds,0.0,0.08273892104625702
2752,Surekha Yadav,Sally Kristen Ride,0.0,0.08275116980075836
1170,"India Security Press, Nasik",federal government,0.0,0.08317220956087112
820,Fast & Furious 6,2015,0.0,0.08332759886980057
2189,Brontis Jodorowsky,ezra miller,0.0,0.08343860507011414
1000,"""The Two Students""",413,0.0,0.08355416357517242
1961,at all stages of pregnancy,up to 24 weeks,0.0,0.08396649360656738
768,each representing a Philippine province,unity,0.0,0.08399328589439392
3359,"September 28, 2018","December 1, 2017",0.0,0.08423614501953125
814,Bovine spongiform encephalopathy,Mutual assured destruction,0.0,0.08425534516572952
1946,the President of India,central passport organisation,0.0,0.08430196344852448
1837,N Ravi,Justice Balbir Singh Chauhan,0.0,0.08431129902601242
1044,a jackal,Harvey Spencer Stephens,0.0,0.0844479650259018
1233,Taraji P. Henson,gal gadot,0.0,0.08451323956251144
2788,Heaven,to be reunited with their owners,0.0,0.08485297858715057
1413,Stéphanie Szostak,Grace Park,0.0,0.08517855405807495
711,"""Counterfeit""",25,0.0,0.0852838084101677
163,East England,irish legend of stingy jack,2.0,0.08528441190719604
870,Willie,Lucas MacFadden,0.0,0.08528497815132141
2112,"Gloomhaven, Cephalofair Games",splatoon 2,0.0,0.08591212332248688
3138,Babylonians,January 1,0.0,0.08599220216274261
1043,a jackal,Lee Remick,0.0,0.08611392229795456
1278,50 First Dates,Wild At Heart,0.0,0.08626243472099304
3121,the U.S. Senate,Edge,0.0,0.08628036081790924
692,Miguel Hidalgo y Costilla,Ong Keo,0.0,0.08630059659481049
1543,constantly,fight-or-flight response,2.0,0.08654211461544037
1952,The Platters,Alabama,0.0,0.08664796501398087
58,8,The Fast and the Furious,0.0,0.08668702095746994
93,The Pacific standard time zone,6:00 a.m.,1.0,0.08697307109832764
2600,1870,1994,0.0,0.08723509311676025
1402,Sara,Charlotte DiLaurentis,0.0,0.08730614185333252
3303,Heather O'Rourke,dominique ellen dunne,0.0,0.08737852424383163
1422,George Ezra,Snoop Dogg,0.0,0.08738085627555847
3092,lucky,communist ideology,0.0,0.08742846548557281
2293,self-perfection,Message in a Bottle,0.0,0.08772005140781403
974,Gondar,Tripoli,0.0,0.0880129337310791
2045,"September 20, 2015",2007,0.0,0.08809070289134979
2766,"21,013",two,0.0,0.08825445175170898
3081,McLean,Harry Turtledove,0.0,0.08853062242269516
2035,Phillip Danault,jean b\u00e9liveau,0.0,0.088618703186512
473,"January 1, 2019","March 30, 2018",1.0,0.08873365819454193
2776,loosely,the girl next door,0.0,0.08875527232885361
277,"2,300,000,000",6 billion,0.0,0.08887165784835815
1296,Prime Minister H. H. Asquith,david lloyd george,1.0,0.0888904556632042
1486,Cassie Jo Stoddart,2006,0.0,0.08943668007850647
2682,John Langstaff,the Texas Rangers,0.0,0.0896809995174408
416,the steering mechanism,the United States,0.0,0.08984606713056564
1387,Annie,Miranda Lambert,0.0,0.08985154330730438
1741,"Los Angeles, California",diary of Samuel Pepys,0.0,0.08986280858516693
2818,Has a material bilateral mistake,fraud,0.0,0.0899886041879654
824,on the reverse,above monticello,0.0,0.0901203602552414
47,Daniel Mar,tyler florence,0.0,0.09017594158649445
842,February 19,"June 22, 2010",0.0,0.0904521495103836
332,Frank Sinatra,Haven Gillespie,0.0,0.09046639502048492
823,on the reverse,United States Mint,0.0,0.09090610593557358
3430,control access to a resource,to make purchases,1.0,0.09099481999874115
3244,1857,between 1903 and 1915,0.0,0.09104811400175095
1308,Miguel DÃ­az-Canel,Barack Obama,0.0,0.09108120203018188
2616,Eric Swaffer,Vichai Srivaddhanaprabha,0.0,0.09124460071325302
1148,"18,426",10000,1.0,0.09137393534183502
1700,new bone growth,translocation,0.0,0.09191348403692245
3363,Harold Perrineau,charles murray,0.0,0.09220217168331146
2735,spatial resolution,albedo,0.0,0.09241912513971329
2871,broader focus,Daniel Yergin,0.0,0.09249205887317657
894,Raul Bova,pope clement vii,0.0,0.09258099645376205
3637,9 October 2018,5 February 2017,1.0,0.09263739734888077
3274,through the maternal line,Cherokee Nation,0.0,0.09285534173250198
165,East England,Irish legend,2.0,0.0929202288389206
2422,in the season finale,my brother's keeper,0.0,0.09316083788871765
447,Jerry Reed Hubbard,jackie gleason,0.0,0.09354773163795471
3224,Michelangelo,sandro botticelli,0.0,0.09373342245817184
1538,constantly,moments before waking,0.0,0.09384193271398544
3015,Rectified spirit,beer,0.0,0.09395916759967804
3524,Peter Pyrrh,tigmanshu dhulia,0.0,0.0940062552690506
1980,1989–90,2005 -- 06,0.0,0.0942750871181488
2415,1909,1875,0.0,0.0944853201508522
798,sign language,mixed transcortical aphasia,1.0,0.0945277065038681
545,size,alkaline phosphatase,0.0,0.09457932412624359
2447,Richard Madden,Sterling K. Brown,1.0,0.09460284560918808
799,sign language,mute,2.0,0.09467341750860214
959,"September 20, 2010","september 29, 2017",0.0,0.09525662660598755
2231,Robert MacArthur Crawford,Mark Rosman,0.0,0.09587850421667099
1350,The Undisputed Truth,the temptations,2.0,0.09594783186912537
960,"September 20, 2010","September 23, 2016",0.0,0.09623812884092331
1571,thirteenth,reaping,0.0,0.09635038673877716
331,Frank Sinatra,josh groban,0.0,0.09651945531368256
2814,Has a material bilateral mistake,illegal act,0.0,0.09700261056423187
895,Raul Bova,Pope Eugene IV,0.0,0.09703787416219711
780,"Fortuna, North Dakota",the Bahamas,0.0,0.09712637215852737
2839,Portuguese explorer Diogo Cão,Lewis Grant,0.0,0.09721171855926514
2008,Shatasha Williams,Greg Edwards,0.0,0.0972292348742485
3329,volcanic,deep within the Earth,0.0,0.09730862081050873
320,Isaac Liev Schreiber,Orlando Jones,0.0,0.09731021523475647
3240,Peyton Manning,tom brady,0.0,0.09735994040966034
2618,Eric Swaffer,Matthew Wood,0.0,0.09752354770898819
22,53-member main roster,a maximum of eleven,0.0,0.09762198477983475
3429,control access to a resource,making purchases,1.0,0.09803149104118347
888,Morocco,Ethiopia,0.0,0.09805420786142349
1213,Molly Qerim Rose,Matthew Berry,1.0,0.09806644916534424
2018,Nick Sager,Martin Sheen,0.0,0.09816691279411316
2681,John Langstaff,the yankee wailers,0.0,0.09825488924980164
2442,Richard Madden,The Handmaid's Tale,0.0,0.09827839583158493
2939,12,michael strahan,0.0,0.09834524244070053
2890,Clayton Kershaw,new york yankees,1.0,0.09848704934120178
435,The Monuments Men,"\""Saving Private Ryan\""",0.0,0.09859884530305862
970,Old John Feather Merchant,1945,2.0,0.09873442351818085
1541,constantly,epinephrine,1.0,0.09914199262857437
2679,John Langstaff,The Cascades,0.0,0.09925106167793274
1698,new bone growth,to culture microorganisms,0.0,0.09949444234371185
1567,thirteenth,babang luksa,0.0,0.09960391372442245
34,the caval opening,t8,2.0,0.09975622594356537
3077,McLean,William Prescott,0.0,0.09989920258522034
774,Dalila Bela,Lucas Jade Zumann,0.0,0.10002383589744568
740,a T-bone,beefsteak,1.0,0.1000511571764946
413,the steering mechanism,the bed,0.0,0.10012499243021011
3060,Naomi Osaka,ashleigh barty,0.0,0.10019329190254211
2959,quantitative research methods,achieving greater social equality,1.0,0.10023624449968338
1839,N Ravi,Justice Chandramauli Kumar Prasad,0.0,0.10028988867998123
1274,Pittsburgh,"homestead, florida",0.0,0.1003061830997467
829,in regions of new growth,soft parts,2.0,0.1004953384399414
1306,Virginia,The Siege of Yorktown,2.0,0.10050825029611588
295,town,metatheatrical,0.0,0.10080669820308685
1097,Dylan Kingwell,beau garrett,0.0,0.1011442169547081
897,Raul Bova,Pope Francis,0.0,0.10116299241781235
1270,With arrival in 2017,2003,0.0,0.10123731195926666
1459,Klondike Kat,Savoir-Faire,0.0,0.10127325356006622
347,Nicki Minaj,Rihanna,0.0,0.10134334862232208
1854,Cataracts of the Nile,philae,0.0,0.10142762959003448
1194,"Santa Clara, California","mercedes - benz stadium in atlanta, georgia",1.0,0.10165373980998993
2798,Lightning,Apple Battery Charger,0.0,0.10177615284919739
3590,Stuart Townend,Aurelius Prudentius,0.0,0.10190669447183609
2866,Johann Wolfgang von Goethe,Devil,0.0,0.1019236147403717
2093,Sophia Myles,Catherine Walker,0.0,0.10207656025886536
2609,"Darrel ""Darry"" Curtis",Steve Randle,0.0,0.10241779685020447
3285,92,13,0.0,0.10243477672338486
1524,eastern Turkey,Al-Qurnah,0.0,0.10254233330488205
2436,Oscar Hertwig,RNA,0.0,0.10259486734867096
1821,the United States Census,270,0.0,0.10282707959413528
2580,Prague,desert,0.0,0.10290767252445221
1590,Jason and Justin Draeger,casey siemaszko,2.0,0.1031065285205841
1307,Miguel DÃ­az-Canel,Donald Trump,0.0,0.10321378707885742
1848,land plants,Peptidoglycan,0.0,0.10330592840909958
1652,Unhappily Ever After,Margie Hendrix,0.0,0.10332493484020233
2649,Health information technology,Europe,0.0,0.10337072610855103
478,the British government,sir cyril radcliffe,1.0,0.10355158150196075
927,the current domestic posting rate,butterwort,0.0,0.10362788289785385
2897,two sides of equal length,therefore,0.0,0.10377469658851624
2087,5779,rosh hashanah,0.0,0.10388007014989853
2003,Alison Pill,Chlo Sevigny,0.0,0.10390113294124603
3367,Harold Perrineau,Jude Demorest,0.0,0.10397233814001083
2864,Dr. Abdul Kalam,prime minister indira gandhi,1.0,0.10400883108377457
1407,Patrick Duffy,Michael J. Fox,0.0,0.10407979041337967
2398,25,season four,0.0,0.10408385097980499
2675,The Supreme Court of India,Jawaharlal Nehru,0.0,0.1046220064163208
2149,"""Somber News""",2015,0.0,0.10465727746486664
2830,"Lisbon, Portugal",New York City,0.0,0.10527613013982773
675,non-judicial punishment,Articles,0.0,0.10537755489349365
2699,McDonald v. Smith,redress of grievances,0.0,0.10540492832660675
1941,1948,ca. 1000 ce,0.0,0.1055300384759903
1687,Worcester Wreath Company,Scotland,0.0,0.10574846714735031
625,Bemis Heights,"Stillwater, Saratoga County, New York",1.0,0.10631165653467178
2957,quantitative research methods,Christianity,0.0,0.1064666286110878
2656,135 minutes,29 minutes,0.0,0.10668998211622238
1280,50 First Dates,The Cars,0.0,0.10672397911548615
3053,flexor,two - headed,0.0,0.10689637064933777
682,Natalie Dormer,Emilia Isabelle Euphemia Rose Clarke,0.0,0.10722503811120987
1610,Fryda Wolff,Icona Pop,0.0,0.10735030472278595
3342,Carousel.,Into the Woods,0.0,0.1073564812541008
2256,mutations in the LRP2 gene,the belief,0.0,0.10736092925071716
2627,tu regions,Beijing,0.0,0.10741565376520157
1363,E. Hamilton Lee,the wright brothers,0.0,0.1074245423078537
1205,Molly Qerim Rose,Erik Kuselias,0.0,0.10744067281484604
3273,through the maternal line,Bible,0.0,0.10768390446901321
3488,the species of the subject,endosteum,0.0,0.10774579644203186
805,"15,589 sq mi",1.8,0.0,0.10787630081176758
2507,never,the late 17th century,0.0,0.10808936506509781
4,Alexandria Ocasio-Cortez,Kevin McCarthy,0.0,0.10859072208404541
2491,parts of southern California,Tokyo,1.0,0.10865022242069244
2999,China,johan palmstruch,0.0,0.10869535803794861
717,1909,rural England,0.0,0.108840212225914
1579,16 March 2019,11 november 2018,1.0,0.1088491678237915
2938,12,4.5,0.0,0.10888820886611938
2459,coati,eurasian badger,0.0,0.10891202092170715
658,SVR RF,novichok,0.0,0.10892166942358017
3518,"7,236",600 m,0.0,0.10914304107427597
3093,lucky,occupation,0.0,0.10959675163030624
3061,Naomi Osaka,Oc\u00e9ane Dodin,0.0,0.10991993546485901
1969,novation,ius quaesitum tertio,0.0,0.11003029346466064
2370,Warren G. Harding,Nixon,0.0,0.11019707471132278
1432,Justin Rose,Bud Cauley,0.0,0.11032712459564209
1576,16 March 2019,5 August 2018,0.0,0.11055140197277069
109,Eddie Martinez,Steve Hunter,0.0,0.11058612912893295
3535,E!,Joel McHale,0.0,0.11068493872880936
2889,Clayton Kershaw,Giancarlo Stanton,0.0,0.11082123219966888
2466,Full Metal Jacket,British,0.0,0.1109590157866478
575,"""Formality""",season 8,0.0,0.11103418469429016
1332,None,dh 7.5,0.0,0.11103769391775131
642,OWN,Oprah Winfrey Network,2.0,0.11127176880836487
3424,Anthony Mackie,Ricco Ross,0.0,0.1118265837430954
2516,Glenn Close,jane fonda,1.0,0.1121637150645256
1701,new bone growth,four,0.0,0.11223721504211426
2510,Joseph Juran,g. h. hardy,0.0,0.11285189539194107
2962,quantitative research methods,Social Learning Theory,1.0,0.11293372511863708
2877,Adam Vinatieri,pittsburgh steelers,0.0,0.1129348948597908
1316,the corpus callosum,temporoparietal junction,0.0,0.11315304040908813
154,controlling interest,89.5%,0.0,0.11343979835510254
821,Fast & Furious 6,2013,1.0,0.11349526792764664
1504,southeastern,Africa,2.0,0.11363101005554199
3461,minimum wage laws,electrical equipment,1.0,0.11369644850492477
3628,2015,2004 season,0.0,0.11372867971658707
3641,Qatar,Yemen,0.0,0.11379600316286087
50,Daniel Mar,lvaro lvarez,0.0,0.11383399367332458
2336,warm ocean waters,Coal,0.0,0.11389850080013275
2159,"""Formality""",Wolf Moon '',0.0,0.11396953463554382
1185,Toby Stephens,mark wahlberg,0.0,0.1141446977853775
3059,Spain,roncevaux pass,1.0,0.11426553130149841
1287,main antagonist of the story,a dark shadow,0.0,0.11430330574512482
3377,Nicolas-Joseph Cugnot,gottlieb daimler,0.0,0.11437827348709106
2434,20–40 million,149\\u2013155,0.0,0.11464293301105499
1053,The Fury in the Jury,"\""The Last One\""",0.0,0.11469230055809021
2019,Nick Sager,Dana Thomas Carvey,0.0,0.11469867080450058
1773,German folktales,1812,0.0,0.1149541586637497
1465,Alessia Cara,Imagine Dragons,0.0,0.1150134950876236
1248,"Templeton ""Face"" Peck",the Arizona Cardinals,0.0,0.11509683728218079
1467,Alessia Cara,Justin Timberlake,0.0,0.11512486636638641
404,several victims,Chad,0.0,0.11537982523441315
33,the caval opening,T12,0.0,0.11542001366615295
1135,While in the Dark Castle,season 2,0.0,0.11556334793567657
873,The Battle of the Labyrinth,White Cat,0.0,0.11567512899637222
792,Brian Gerald Snitker,John Y. Brown Jr.,0.0,0.11574084311723709
1992,The Cliffs of Moher,The Princess Bride,0.0,0.11574156582355499
2582,Prague,"Harstad, Norway",0.0,0.11586177349090576
724,Kailash Satyarthi,A.P.J. Abdul Kalam,0.0,0.11616906523704529
1338,None,$15.00,0.0,0.11632879078388214
2033,Justin Bieber,Kelly,0.0,0.1163301169872284
3141,Babylonians,in the medieval era,1.0,0.11657825857400894
2669,Sugar maple,New York,0.0,0.11682738363742828
1974,Hannah John-Kamen,Evangeline Lilly,0.0,0.11704245954751968
3188,up to 16Â megapixels,unlimited,2.0,0.11719577759504318
2291,"39,250",5,0.0,0.11724075675010681
1081,"July 15, 2016","October 27, 2017",0.0,0.11738602072000504
1923,Morarji Desai,Cheddi Berret Jagan,0.0,0.11769221723079681
515,All 14 districts,south,1.0,0.11809983849525452
3071,The Living Daylights,John Barry,0.0,0.11820502579212189
385,the spirit world,Edward James Olmos,0.0,0.11848074197769165
1575,16 March 2019,"July 25, 2018",0.0,0.1185222715139389
1638,Canute the Great,"Charles, Prince of Wales",0.0,0.11853080987930298
3044,235 or 236,Senate,0.0,0.11853572726249695
2602,The 1935Â Labor Day hurricane,Michael,0.0,0.1186257153749466
3434,production–possibility frontier,7.6%,0.0,0.11872785538434982
3362,Dwight Yoakam,Freddie Mercury,1.0,0.1188613623380661
1269,With arrival in 2017,september 2006,0.0,0.11897367984056473
1055,The Fury in the Jury,season 3,0.0,0.11904642730951309
1963,the 18th century Caribbean,ptolemaic egypt,0.0,0.11919128894805908
832,1965,"June 7, 1990",0.0,0.11932367831468582
1770,Raúl Esparza,UK,0.0,0.11967936158180237
2267,"""support our troops""",the official color of the armor branch,0.0,0.11978963762521744
904,Mentuhotep II,sant garib dass,0.0,0.11980560421943665
1175,The Gap Band,Maureen McGovern,0.0,0.11990518867969513
1494,Tom Petty and the Heartbreakers,Sierra Leone's Refugee All Stars,0.0,0.12012312561273575
37,not more than four steps,five-second,0.0,0.12024419754743576
979,"Ashland, Virginia","Toronto, Ontario Canada",0.0,0.12034200876951218
3067,Linden Porco,Mark Holton,0.0,0.1203957051038742
3579,Tim Curry,Peter Hinwood,0.0,0.12046466767787933
207,1664,Pondich\u00e9ry,0.0,0.12062229216098785
1960,at all stages of pregnancy,two weeks,0.0,0.12068925052881241
